land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
234,211,4,5,1,1,1,1,1.8,1,20,0,3.2,0.37,2,222625
285,254,4,5,1,1,1,0,5.5,1,10,0,4.1,1.68,2,230669
202,180,3,3,1,0,1,0,5.6,0,13,0,0.8,3.21,2,140104
230,222,4,4,0,1,1,0,6.8,0,19,0,0.1,4.70,1,138571
416,357,7,8,1,1,1,1,2.1,0,5,0,6.4,1.03,2,335409
108,101,1,1,0,0,0,0,2.1,0,16,0,6.5,4.83,1,52854
228,221,3,3,0,0,0,1,1.8,0,17,0,5.7,1.36,1,169718
265,249,4,2,0,1,0,1,6.9,0,19,0,5.7,4.38,3,177202
220,212,4,4,1,1,1,1,1.3,1,17,0,5.9,4.28,1,181187
224,221,3,1,1,0,1,0,3.2,0,17,0,3.5,5.31,1,124115
273,260,4,3,1,1,1,1,0.3,1,4,0,0.3,1.08,1,266494
232,205,4,2,1,1,1,1,5.9,1,1,0,6.9,5.66,2,188752
150,133,1,2,0,1,0,0,1.3,1,8,0,6.5,5.66,3,98112
214,185,4,3,1,1,0,1,0.1,1,13,0,0.1,1.91,1,205132
257,222,4,5,1,1,1,1,4.9,1,22,0,0.5,5.73,1,207320
133,129,1,2,1,0,0,0,4.1,1,7,0,2.3,5.83,2,81124
174,156,2,1,0,0,1,0,3.9,1,20,0,5.8,0.98,0,134314
155,154,3,3,1,0,1,0,4.7,1,11,0,0.4,1.88,3,122949
302,282,5,4,1,1,0,1,2.6,1,10,0,1.2,4.44,2,250715
351,331,5,4,1,1,1,1,3.8,1,9,0,2.2,4.70,3,267508
339,316,6,5,1,1,1,1,4.6,1,13,0,6.7,5.03,2,278110
256,256,4,3,1,1,1,0,1.6,1,8,0,2.9,5.94,2,198542
342,292,6,7,1,1,1,1,2.4,1,18,0,3.9,4.94,2,277497
234,221,5,2,1,1,1,1,1.4,1,6,0,5.4,2.05,3,207626
168,163,2,3,0,0,0,0,4.7,1,10,0,2.5,3.68,0,118879
154,151,3,2,0,0,0,1,4.9,0,6,0,0.7,2.40,2,125809
173,170,3,4,1,0,0,1,1.6,0,15,0,3.9,3.12,1,135525
294,252,4,4,1,1,0,0,5.6,1,20,0,3.7,5.02,3,198908
106,103,1,1,0,0,1,0,0.8,0,3,0,1.3,1.67,2,88692
178,153,3,2,0,1,1,0,1.7,1,1,0,0.8,4.39,1,149056
202,197,3,3,1,0,0,1,6.4,0,22,0,4.4,1.66,1,138815
204,197,4,5,1,1,0,1,1.1,0,11,0,5.8,4.45,3,150168
300,295,4,3,1,1,1,1,5.9,1,6,0,5.9,4.51,3,242622
528,497,7,7,1,1,1,1,6.4,1,7,0,6.8,2.98,2,427607
229,218,4,5,1,1,1,1,3.4,0,5,0,3.9,2.43,2,194030
187,168,2,3,0,1,1,0,0.5,0,10,0,3.8,5.35,1,126918
121,107,2,1,0,1,0,0,4.7,0,1,0,4.9,1.58,2,86211
104,104,1,2,1,0,0,0,1.3,0,6,0,0.8,4.52,3,61143
231,208,4,4,1,1,1,1,6.8,0,2,0,4.9,4.30,1,176019
143,124,2,2,0,1,0,0,3.3,0,18,0,5.8,0.89,1,100161
250,223,4,2,1,1,1,1,1.4,1,14,0,1.2,0.08,2,236534
322,287,5,5,1,1,1,1,3.3,1,5,0,4.2,3.88,2,272594
201,189,3,3,0,1,0,1,6.5,0,18,0,2.6,3.78,1,137120
236,224,4,4,1,1,0,1,2.2,1,13,0,2.7,2.45,1,195728
258,240,4,5,1,1,1,1,2.1,1,6,0,4.2,5.46,3,211903
313,270,5,2,1,1,1,1,2.9,1,11,0,4.7,1.98,2,280631
233,217,3,4,1,1,0,0,1.8,1,6,0,6.5,5.84,1,168994
292,288,4,2,1,1,1,1,2.6,1,16,0,5.9,1.06,1,236111
370,344,6,6,1,1,1,1,0.5,1,21,0,0.4,5.13,3,292440
153,148,2,1,0,0,0,0,5.4,0,19,0,1.6,4.40,1,77573
188,174,3,3,0,1,0,0,2.3,0,18,0,2.4,1.05,2,139316
262,231,5,2,1,1,1,1,6.3,1,15,0,3.9,0.60,2,230580
113,108,1,1,0,0,0,0,1.1,0,6,0,3.4,2.46,0,72682
142,126,1,1,1,1,0,0,2.4,0,16,0,2.5,4.02,3,92117
234,230,4,5,0,1,1,0,1.8,1,1,0,2.3,2.40,3,185149
266,244,5,4,1,1,0,1,4.3,1,22,0,3.7,5.81,3,189975
233,213,4,3,1,1,0,1,6.2,1,2,0,4.5,3.78,2,191384
273,261,4,2,1,1,1,1,4.4,1,1,0,5.6,4.82,1,211269
198,198,3,3,0,0,1,0,3.6,1,9,0,5.2,0.23,1,158370
120,108,2,1,0,0,0,0,2.8,0,17,0,2.9,4.25,2,66370
392,386,6,7,1,1,1,1,3.8,1,22,1,2.2,1.40,2,363899
345,296,5,3,1,1,1,0,4.3,1,6,0,1.2,2.74,2,284237
239,221,5,5,1,1,1,1,3.1,1,13,0,0.2,5.72,2,189824
178,165,2,3,0,1,0,0,4.7,0,15,0,5.5,5.57,1,94776
313,288,5,3,1,1,1,1,1.8,1,2,0,1.2,5.35,3,258661
190,182,4,3,1,1,1,1,1.6,1,13,0,4.4,0.07,3,177324
291,282,4,2,1,1,0,1,0.4,1,11,0,2.6,4.73,3,249543
137,118,2,2,0,0,1,0,1.2,0,12,0,4.4,5.42,1,89701
449,390,6,6,1,1,1,1,1.4,1,12,0,5.7,1.27,2,381668
162,142,3,2,1,0,1,0,5.3,0,14,0,0.4,1.36,3,122709
161,153,3,3,0,0,0,0,0.4,1,20,0,3.1,0.73,3,132142
277,254,5,3,1,1,1,1,0.3,0,6,0,1.5,4.15,2,232619
257,222,5,5,1,1,1,1,0.6,0,5,0,3.6,3.63,2,211353
105,103,1,1,1,0,0,0,2.6,0,3,0,4.4,4.35,3,59119
277,263,5,5,1,1,1,1,4.1,1,5,0,1.8,3.74,2,238406
217,212,3,4,0,0,0,0,5.5,1,14,0,1.6,0.59,1,157693
181,154,3,1,0,1,0,1,6.1,0,9,0,1.6,2.02,1,137245
204,182,3,1,1,1,0,0,1.7,1,21,0,1.4,1.07,1,162297
221,199,4,4,1,1,1,1,0.6,1,17,0,5.3,5.90,3,175216
193,166,4,5,0,1,0,1,1.3,1,11,0,0.2,5.98,1,165097
282,258,4,2,1,1,1,0,6.8,1,12,0,6.1,0.99,1,221669
176,161,2,2,0,0,0,1,5.5,0,20,0,0.4,5.48,2,116152
144,131,2,3,0,0,0,1,0.6,0,10,0,6.6,1.43,2,120854
231,212,3,3,1,1,0,1,3.3,0,9,0,2.9,5.49,2,159165
302,285,5,4,1,1,1,1,5.5,1,9,1,5.3,1.84,2,288564
153,152,3,1,1,0,0,1,3.5,1,12,0,2.6,4.01,2,131952
297,286,4,2,1,1,0,1,2.7,1,15,0,0.2,0.18,3,252552
105,102,1,1,0,0,0,0,3.2,0,14,0,3.9,1.29,2,72037
158,156,2,1,0,0,1,0,3.2,0,7,0,6.9,1.87,0,98201
173,173,3,2,0,0,0,0,0.6,0,1,0,3.7,2.24,1,128447
251,243,4,5,1,1,1,1,5.4,1,18,0,4.8,1.13,3,207362
224,202,4,2,1,1,1,1,0.4,1,19,0,6.5,1.49,3,204630
346,304,6,7,1,1,1,1,5.3,1,16,0,1.6,1.13,3,289999
299,288,4,4,1,1,1,1,1.1,0,8,0,3.4,4.22,3,217160
200,184,3,3,1,0,0,0,3.5,0,5,0,1.3,1.32,1,139534
204,182,4,3,1,1,1,1,6.7,1,13,0,4.6,0.09,3,183935
204,177,4,3,1,1,1,1,6.8,1,22,0,4.2,1.38,3,174600
271,251,4,2,1,1,1,1,4.2,1,9,0,0.6,3.19,1,225148
225,201,3,2,0,0,0,1,1.4,1,18,0,4.2,2.82,2,177239
270,254,4,5,1,1,1,1,0.6,1,2,0,4.3,2.37,1,246186
207,194,4,3,1,1,1,1,2.7,0,17,0,3.1,1.62,1,169277
103,93,1,1,0,0,0,0,0.6,0,9,0,3.4,2.65,1,66614
257,222,4,3,1,1,1,1,1.2,1,10,0,0.8,3.74,1,231762
150,139,3,2,1,1,0,0,3.8,0,6,0,4.1,5.03,1,96605
354,348,5,3,1,1,1,1,6.9,1,18,0,1.1,2.91,3,274909
160,151,2,2,1,0,0,1,3.1,0,2,0,6.9,4.88,2,109029
518,471,7,6,1,1,1,1,0.1,1,5,0,6.8,2.96,2,440612
170,170,2,2,1,0,1,0,2.3,0,20,0,3.9,3.80,2,111139
363,313,6,6,1,1,1,1,4.8,0,21,0,1.1,3.17,2,271601
202,182,3,4,1,1,1,0,6.3,1,1,0,4.2,1.05,1,171333
288,270,4,3,1,1,1,1,3.1,1,15,0,5.9,4.02,1,237043
270,235,4,2,1,1,1,1,2.7,1,11,0,3.2,2.55,3,230506
180,171,2,2,0,0,0,0,6.2,0,3,0,4.9,2.09,1,113858
129,127,2,2,0,0,0,1,0.5,0,9,0,5.6,0.32,2,119493
176,160,3,1,1,0,1,0,0.7,1,15,0,4.7,4.38,3,130314
122,113,1,2,0,1,0,0,2.4,0,12,0,4.7,0.95,2,96332
130,114,2,1,0,0,0,0,3.7,0,5,0,3.9,2.22,1,79872
227,202,3,3,0,1,0,0,2.8,0,12,0,0.5,2.38,3,146836
245,244,4,4,1,1,1,1,3.2,1,12,0,4.2,4.99,2,195536
274,233,5,2,1,1,1,1,1.1,1,11,0,6.5,3.71,2,234409
165,157,3,1,1,0,0,0,4.9,0,3,0,4.2,0.85,1,120596
106,97,1,2,0,1,0,0,6.3,0,7,0,1.7,3.82,2,63677
120,110,2,3,1,0,1,0,1.9,0,3,0,4.4,5.52,2,71679
599,519,7,5,1,1,1,1,3.7,1,3,0,1.8,0.78,2,510056
329,328,6,5,1,1,1,1,5.8,1,7,0,2.3,1.51,2,286091
196,179,3,2,0,1,0,0,6.4,1,10,0,0.8,4.84,3,129420
104,96,1,1,1,1,0,0,5.6,0,7,0,6.4,3.05,1,70581
214,187,4,4,1,1,1,1,1.4,1,2,0,5.5,3.01,1,196731
277,266,4,4,0,1,1,1,3.6,1,8,0,3.3,4.51,2,223283
142,132,2,3,0,1,0,0,4.3,0,22,0,2.5,4.35,1,78583
236,222,4,4,1,1,1,1,2.4,1,5,0,2.9,1.31,2,218916
200,200,3,3,1,0,0,1,6.3,0,8,0,2.8,4.47,3,135304
287,256,5,4,1,1,1,1,5.7,1,11,0,2.6,0.73,2,260817
194,191,3,4,0,0,1,0,6.2,0,5,0,0.4,1.87,1,129140
125,109,1,1,1,1,0,0,6.9,0,9,0,3.3,1.27,2,87038
202,184,4,3,1,1,1,1,0.1,1,12,0,0.8,3.57,1,197462
221,202,4,4,1,1,1,1,0.6,1,11,0,2.5,1.37,2,214333
229,222,3,3,1,1,0,1,0.7,0,16,0,0.6,0.75,3,196262
198,198,4,3,1,1,1,1,0.9,1,16,0,1.6,4.85,1,166865
224,195,4,5,1,1,1,1,0.7,1,8,0,6.3,2.22,2,208566
172,170,2,2,0,0,1,0,4.2,0,13,0,0.2,0.80,1,125319
228,211,4,2,1,1,0,0,2.8,1,21,0,5.8,5.79,2,158199
122,114,2,2,0,1,0,0,1.9,0,6,0,0.9,1.46,1,93296
146,131,2,1,1,0,1,0,5.2,0,8,1,0.4,1.12,1,128225
351,325,5,5,1,1,1,1,4.3,1,21,0,1.2,1.46,2,286234
143,141,1,2,0,0,0,0,6.3,0,16,0,6.5,1.80,1,85088
255,249,5,3,1,1,1,0,4.6,1,11,0,3.7,1.21,2,201916
690,581,8,5,1,1,1,1,6.6,1,13,0,5.3,5.52,3,492896
231,230,3,4,0,0,0,0,4.4,0,14,0,6.1,5.77,1,133307
194,189,4,3,1,0,1,1,4.6,1,22,0,1.8,0.52,3,169703
195,195,3,3,1,0,0,0,0.9,0,14,0,6.2,0.99,1,142522
353,329,5,2,1,1,1,1,2.3,1,10,0,6.4,2.79,2,299302
216,200,4,2,1,1,1,1,5.2,1,4,0,2.8,0.14,1,197919
251,225,4,4,1,1,1,1,6.9,1,8,0,2.9,0.51,1,225562
229,217,3,2,1,1,1,0,2.8,0,11,0,5.9,0.27,3,163507
200,170,4,2,1,1,1,1,3.3,1,6,0,0.9,5.21,1,183783
248,233,4,5,0,1,1,1,5.8,1,5,0,3.4,0.35,1,221262
237,237,5,3,1,1,1,1,6.6,1,4,0,2.9,1.73,2,209699
275,243,5,4,1,1,1,1,2.2,1,15,1,4.2,3.83,3,263123
218,193,3,3,1,1,0,0,3.6,0,7,0,6.3,0.78,2,160106
220,218,4,2,1,1,1,1,1.6,1,14,0,5.8,4.55,1,175105
310,274,4,4,1,1,1,1,5.1,1,21,0,2.3,4.24,3,234437
280,251,5,5,1,1,1,1,3.9,1,6,0,5.2,1.30,3,244652
434,418,7,8,1,1,1,1,1.4,1,16,0,4.5,5.61,2,348477
120,118,1,2,0,0,1,0,4.4,0,2,0,0.2,2.58,3,82968
286,283,5,2,1,1,1,1,2.7,1,20,0,5.7,4.56,3,221257
239,215,3,2,1,0,1,0,6.3,0,19,0,4.7,4.31,2,148482
304,267,4,5,1,1,1,1,3.9,0,6,0,1.5,0.15,1,248755
318,295,6,6,1,1,1,1,6.5,1,4,0,6.1,3.90,2,262879
188,187,3,3,0,0,1,0,5.7,1,7,0,1.7,3.23,1,137151
150,147,2,2,0,0,1,0,2.6,0,6,0,6.1,1.69,2,106366
211,205,3,4,0,0,0,0,0.3,0,18,0,4.8,1.90,3,151355
214,209,3,4,0,0,1,0,5.6,1,21,0,5.6,5.20,3,138180
544,516,8,5,1,1,1,1,6.2,1,12,0,2.3,3.56,3,412486
231,231,3,2,0,0,1,0,0.7,1,16,0,2.7,0.31,2,188486
355,316,5,4,1,1,1,1,3.5,1,14,0,5.3,1.68,3,295436
112,112,1,1,0,0,0,1,1.2,0,14,0,5.5,2.36,3,86655
246,216,5,4,1,1,0,1,5.6,1,7,0,4.6,1.47,2,207164
142,126,1,2,1,1,0,0,6.9,0,6,0,0.7,0.68,0,106733
231,218,4,5,1,1,1,1,1.4,1,1,0,1.7,3.06,2,221591
236,221,4,2,1,1,1,1,1.3,1,11,0,6.9,2.45,1,206856
321,283,5,5,1,1,1,1,1.7,1,12,0,3.8,2.14,2,286439
315,270,5,4,0,1,1,1,0.9,1,5,0,5.5,3.75,2,279062
326,307,5,4,1,1,1,1,0.7,1,12,0,6.2,3.39,3,268161
245,222,4,3,1,1,1,1,3.8,1,6,0,4.7,0.39,2,235129
261,226,5,2,1,1,1,1,5.4,1,9,0,6.5,1.41,2,236331
125,125,1,1,0,0,0,0,1.2,0,5,0,0.4,3.79,1,89520
270,265,4,4,1,0,1,0,0.8,1,16,0,0.6,1.96,1,222124
155,138,3,4,0,0,1,0,5.6,1,7,0,6.8,5.09,1,102787
287,273,5,3,1,1,1,0,0.4,1,21,0,4.2,0.08,2,245796
243,221,4,4,0,1,1,1,1.3,1,13,0,1.9,3.44,1,210584
286,276,5,2,1,1,1,1,5.9,1,9,0,3.1,0.69,3,240682
171,162,3,2,1,1,1,0,2.5,1,20,0,3.1,2.52,2,133793
425,364,7,8,1,1,1,1,3.6,1,1,0,5.9,0.56,2,368437
572,556,8,9,0,1,1,1,5.3,1,13,0,6.2,4.74,3,421941
219,195,3,4,1,1,0,0,6.7,1,7,0,4.3,4.86,2,155933
121,106,2,1,0,1,1,0,2.3,0,12,0,2.4,0.85,2,108335
267,233,5,3,1,1,1,0,2.7,1,12,0,1.2,2.05,2,227275
134,122,2,1,0,1,0,0,2.4,0,22,0,6.2,3.82,1,79225
208,206,3,1,1,0,0,0,0.6,0,5,0,4.1,3.64,2,142931
224,222,4,5,1,0,1,1,3.3,1,14,0,6.1,3.78,2,178037
212,189,4,3,1,1,1,1,3.3,1,21,0,6.5,4.42,1,172341
280,264,5,2,1,1,1,1,5.8,0,14,0,1.9,3.96,3,198286
549,468,7,6,1,1,1,1,1.9,1,16,0,5.3,1.49,3,444330
176,151,3,3,1,0,0,1,1.7,1,3,0,0.7,5.88,3,145455
231,209,4,3,1,1,1,0,1.9,1,21,0,3.5,0.96,3,192079
281,243,5,5,1,1,1,1,6.1,0,15,0,1.9,2.28,2,217575
145,141,2,3,0,0,1,0,0.9,0,11,0,2.9,1.40,2,114734
191,163,3,2,1,1,0,0,2.9,1,14,0,0.1,4.39,1,147290
221,215,4,4,1,1,1,1,2.9,1,9,0,3.6,4.39,2,179520
151,139,3,1,0,1,0,0,5.9,0,17,1,2.3,0.43,3,120904
177,172,2,2,1,0,1,0,1.7,0,21,0,1.8,1.55,1,126172
220,198,4,2,1,1,1,0,1.4,0,16,1,3.9,0.63,2,198290
212,210,3,3,1,0,1,0,6.6,0,11,0,6.8,4.38,2,119991
250,226,4,2,1,1,1,1,6.2,1,5,0,5.7,2.86,1,208385
120,113,2,2,0,1,0,1,2.8,0,18,0,5.1,3.03,2,102555
227,221,3,3,1,1,1,0,4.8,1,9,0,0.2,2.22,2,189344
128,122,1,2,1,1,0,0,4.4,0,4,0,5.6,0.73,3,97665
206,193,3,4,1,1,1,0,0.2,0,19,0,5.9,5.47,1,145184
131,125,2,3,0,1,1,0,4.4,0,3,0,5.2,2.12,2,93382
294,253,4,2,1,1,1,1,0.2,0,19,0,6.6,2.09,3,235133
122,120,2,3,0,0,0,0,3.7,0,1,0,6.6,3.88,2,74034
134,119,2,1,0,1,0,0,2.3,0,6,0,3.1,0.54,1,102144
210,183,4,2,1,1,0,1,0.6,0,17,0,0.6,0.60,2,187831
297,270,5,2,1,1,1,1,3.8,1,19,0,0.1,1.16,2,271801
328,291,5,2,1,1,1,1,3.3,1,11,0,4.8,4.05,3,273187
347,313,6,5,1,0,0,1,5.6,1,3,0,3.8,1.11,2,289183
499,493,7,6,1,1,1,1,5.1,1,7,0,3.7,0.70,2,433051
136,134,1,2,0,0,0,0,5.7,0,17,0,2.4,1.14,0,81352
180,180,3,4,1,0,0,0,0.4,1,10,0,2.3,2.94,3,147526
216,189,4,2,1,1,1,1,1.5,1,1,0,5.4,5.59,1,190539
145,127,1,1,0,0,0,0,0.5,1,5,0,3.8,0.44,3,123899
536,527,7,5,1,1,1,1,1.7,1,15,0,3.1,5.91,2,420674
356,306,5,4,1,1,1,1,5.2,1,2,0,2.1,0.69,2,328901
119,110,1,1,1,1,0,0,2.4,0,15,0,2.9,2.52,1,82972
172,166,2,2,1,1,0,1,1.3,0,15,0,2.3,1.05,2,148644
145,132,2,3,0,1,0,0,4.9,0,1,0,0.8,0.99,1,111962
256,230,5,5,1,1,1,1,6.8,1,3,0,5.3,5.64,3,197002
562,519,7,6,1,1,1,1,0.8,1,14,0,0.7,1.41,2,485099
171,161,2,2,0,0,0,0,0.2,0,21,0,1.2,0.44,1,128772
132,130,1,2,1,0,0,0,1.9,0,11,0,4.7,1.83,2,97605
178,163,3,2,1,0,1,0,0.2,0,7,0,5.8,2.84,2,147141
222,189,3,1,0,1,0,1,0.3,1,11,0,0.9,2.88,3,198288
228,217,4,5,1,1,1,1,6.6,0,6,0,0.8,3.85,1,180291
245,212,4,2,1,1,1,1,6.3,1,15,0,2.5,3.69,3,200361
250,238,4,3,1,1,1,1,2.8,1,5,0,5.5,5.36,1,196842
401,375,7,4,1,1,1,1,6.7,1,14,0,3.9,4.51,2,325752
309,309,5,4,1,1,1,1,5.6,1,13,0,4.1,5.30,2,235166
110,100,1,1,0,1,0,0,3.4,0,7,0,3.9,4.37,3,66521
292,278,5,3,1,1,1,0,3.8,1,2,0,1.7,0.80,3,240994
242,215,4,4,1,1,1,1,5.6,1,9,0,4.1,2.56,2,207456
601,511,8,6,1,1,1,1,3.5,1,13,0,1.2,5.18,2,481802
190,187,3,1,0,0,1,0,2.6,0,17,0,4.2,2.12,3,119151
246,239,4,2,1,1,1,1,1.7,1,6,0,3.5,4.91,2,216358
210,184,3,2,0,1,0,0,4.3,1,5,0,4.4,5.21,1,148592
153,143,2,3,0,0,0,0,0.9,1,8,0,6.1,1.90,2,123529
127,115,2,2,1,1,0,0,3.8,0,12,0,3.2,4.14,1,82209
166,145,3,4,1,1,0,1,1.7,0,2,0,2.3,4.68,3,126866
305,278,4,5,1,1,1,1,5.2,1,3,0,3.6,0.50,3,265178
149,131,2,2,0,1,1,0,1.9,0,12,0,5.5,2.75,2,119781
213,202,4,4,1,1,1,1,5.3,1,6,0,3.1,1.15,3,193498
327,295,6,4,1,1,1,1,6.8,1,15,0,4.1,3.37,2,262474
442,385,6,4,1,1,1,1,5.4,1,9,0,5.8,1.83,3,360224
390,362,6,5,1,1,1,1,4.7,1,8,0,3.5,3.59,3,312330
252,241,4,5,1,1,1,1,6.3,1,9,0,0.3,5.27,3,201107
229,226,4,4,1,1,1,1,6.9,0,19,0,2.9,0.87,1,173110
306,280,4,3,1,1,1,1,6.7,0,13,0,6.7,4.73,2,220451
126,125,1,2,0,0,0,0,1.6,0,14,0,2.1,3.59,2,79511
215,211,3,1,1,0,0,0,0.8,1,9,0,1.3,3.06,2,171910
424,372,6,7,1,1,1,1,6.1,1,12,0,6.9,4.96,3,321398
209,203,3,3,1,0,0,1,6.6,0,19,0,3.1,3.91,2,146158
179,174,3,1,0,0,0,1,5.8,1,21,0,6.3,1.79,1,139217
336,326,5,3,1,1,1,1,0.4,1,20,0,5.5,4.78,3,267165
140,131,1,1,1,1,0,0,3.7,0,21,0,5.9,2.82,0,88173
151,151,3,3,1,0,1,0,2.2,1,16,0,6.7,4.88,1,98756
215,199,4,5,1,1,1,1,5.3,0,8,0,0.6,5.62,1,158572
293,276,5,3,1,1,1,1,4.3,1,5,0,3.5,5.90,3,229259
328,325,5,4,1,1,1,1,5.4,1,13,1,2.4,0.95,2,313875
261,252,4,3,1,1,0,1,0.3,1,15,0,3.5,3.30,3,213354
154,151,2,1,0,0,1,0,2.1,0,3,0,1.8,4.52,2,101158
212,208,3,2,0,0,1,0,1.7,1,10,0,5.8,1.64,3,165277
270,238,5,2,1,1,1,1,5.5,1,18,0,6.3,0.72,3,223777
109,95,1,1,1,0,0,0,2.9,0,17,0,6.9,4.94,1,57044
155,132,2,3,0,1,0,1,6.7,0,13,1,1.1,1.11,2,140744
216,197,4,2,1,1,1,1,4.4,0,2,0,1.2,1.63,2,186713
116,111,1,2,1,0,0,0,2.9,0,18,0,2.4,1.26,2,82136
185,169,3,3,1,1,1,0,1.5,0,11,0,2.2,4.36,3,129389
578,499,7,6,0,1,1,1,2.3,1,5,0,4.4,2.10,2,469156
130,117,2,3,1,1,0,0,2.5,1,12,0,0.2,1.23,1,116245
302,260,5,3,1,1,1,1,4.3,0,9,0,2.4,3.16,2,224795
283,264,5,5,1,1,1,0,0.3,1,9,0,1.4,4.58,3,226978
109,98,1,1,1,1,0,0,2.8,0,22,0,3.2,1.54,1,77721
130,112,1,1,0,1,0,0,6.1,0,9,0,1.1,5.69,2,69406
139,139,2,2,1,0,0,1,5.1,1,2,0,3.3,2.15,1,121103
195,169,4,3,0,1,1,1,2.9,1,12,0,4.1,2.82,1,173035
595,556,7,7,1,1,1,1,1.1,1,10,1,2.7,3.46,2,555334
245,220,4,4,1,1,1,1,6.3,1,10,0,2.7,5.52,3,195496
310,303,4,4,1,1,1,0,0.2,1,8,0,1.5,1.89,3,254034
189,181,2,1,0,0,0,1,3.4,0,4,0,5.3,3.41,2,136343
175,168,3,3,1,1,0,1,1.6,0,22,0,6.2,1.49,3,136665
303,268,4,4,0,1,1,1,3.8,1,5,0,0.8,0.22,2,281958
264,236,4,3,1,1,1,1,3.7,1,2,0,1.1,5.60,3,222586
228,205,3,2,0,1,0,0,3.9,1,6,0,4.3,5.97,3,141908
312,282,5,2,1,1,1,0,2.2,1,15,0,3.1,2.76,3,234647
268,251,5,2,1,1,1,1,2.4,1,13,0,2.8,0.12,3,229880
237,215,3,4,1,1,0,1,0.4,0,7,0,5.7,5.96,1,177445
233,223,5,4,1,1,1,1,0.2,1,7,0,5.5,3.46,2,220054
146,127,1,2,1,0,0,0,4.5,0,13,0,6.8,0.98,2,96471
208,188,4,3,1,1,1,0,6.8,1,18,1,0.9,1.04,2,201859
256,223,4,3,1,1,0,0,5.3,1,19,0,2.6,2.66,1,180502
247,212,5,4,1,1,1,1,1.3,1,2,0,4.7,3.71,3,220485
235,233,3,4,1,0,0,1,5.8,0,22,0,1.1,0.86,1,173190
118,103,1,1,1,1,0,0,0.6,0,19,0,6.6,1.42,2,95427
156,136,3,3,0,0,0,0,2.4,0,7,0,6.2,5.39,1,83131
234,220,3,1,0,0,0,1,5.1,1,21,0,0.9,2.50,2,187574
181,163,3,3,0,1,0,1,6.3,1,22,0,2.8,0.65,3,151234
345,341,6,4,1,1,1,1,1.4,1,6,0,2.7,3.34,3,282885
225,209,3,4,0,0,0,0,1.7,0,13,0,2.4,0.30,3,154152
519,444,7,4,1,1,1,1,1.9,1,9,0,1.9,2.78,3,419080
106,92,1,1,0,1,0,0,4.5,0,4,0,3.4,2.54,1,73772
359,314,5,5,1,1,1,1,0.5,1,1,0,1.9,0.19,2,334511
308,292,4,5,1,1,0,1,4.9,1,17,0,5.7,5.01,2,247208
293,267,4,4,1,1,1,1,4.5,0,10,0,0.9,3.63,3,214469
273,256,4,5,0,1,1,1,0.7,0,4,0,1.5,2.39,1,222355
219,208,4,4,1,1,1,0,5.3,1,1,0,6.3,5.72,1,159084
328,288,5,4,1,1,1,1,4.5,1,4,0,3.9,1.33,3,284038
126,126,1,1,0,0,0,0,6.7,0,6,0,5.3,3.70,1,70474
192,191,3,1,1,0,1,0,3.9,0,18,0,4.5,5.62,1,103359
348,340,5,5,0,1,1,1,2.8,1,22,0,2.5,0.52,2,292845
294,251,5,5,1,1,1,1,1.3,1,2,0,4.1,3.81,2,259100
356,332,5,5,0,1,1,1,6.5,1,2,0,2.2,2.48,2,308278
457,432,6,6,1,1,1,1,6.3,1,12,0,2.1,2.96,3,364322
435,422,7,6,1,1,1,1,0.7,1,11,0,0.2,4.16,2,369328
132,124,1,2,1,0,0,0,6.2,0,1,0,5.9,5.83,3,60555
288,258,4,5,1,1,0,1,6.8,1,22,0,2.2,0.61,3,229668
129,120,2,2,0,1,1,0,1.7,1,10,0,1.2,2.19,2,116118
264,256,4,3,0,1,1,1,1.7,1,11,0,0.7,3.32,3,219455
175,154,2,1,0,1,0,0,0.9,1,19,0,3.6,2.07,2,145499
210,188,3,1,0,1,0,1,6.8,0,7,0,4.5,3.79,1,154474
578,559,7,8,1,1,1,1,1.3,1,13,0,0.7,2.33,3,462226
345,334,5,2,1,1,1,1,2.7,1,1,0,6.3,0.64,3,287197
240,221,3,3,1,1,0,1,6.3,0,3,0,0.8,1.85,2,188341
198,169,4,4,1,1,1,1,2.4,1,9,0,4.5,5.90,3,161540
161,150,2,3,0,1,1,0,0.7,0,2,0,6.8,0.54,1,133670
239,204,5,4,1,1,1,1,5.4,1,19,0,4.6,1.48,2,216126
177,165,2,1,0,1,0,0,0.7,0,15,0,3.7,5.07,2,117793
272,252,4,3,1,1,1,1,0.4,0,13,0,5.4,2.56,1,216932
175,163,3,2,1,1,0,0,2.5,0,7,0,4.3,5.17,3,113635
269,239,4,2,1,1,0,1,3.8,1,1,0,2.8,2.25,3,225638
116,110,1,1,1,0,0,0,3.2,1,7,0,5.7,2.41,3,83267
167,148,3,3,1,0,0,0,0.3,0,18,0,2.3,5.38,3,103161
160,138,2,3,0,1,0,1,1.2,1,20,0,1.5,5.29,2,128835
219,194,4,5,1,1,0,1,0.1,1,11,0,5.2,2.08,1,201415
548,491,7,5,1,1,1,1,0.8,1,12,0,0.2,4.23,2,434778
214,209,3,2,1,0,1,0,6.1,1,7,0,0.1,2.11,1,167094
284,246,4,3,1,1,1,1,2.6,0,12,0,3.5,1.59,3,224349
